name,source_url,image_url,gender,hair_color,hair_style,eye_style,face_shape,expression,skin_tone,beard,body_type,age_vibe,cute_level,cool_level,dark_level,funny_level,power_level,match_tags,match_note,species,hair_length,eye_size,hero_level,evil_level,energy_level,confidence_level
S.H. Figuarts One Piece,https://onepiece.fandom.com/wiki/S.H._Figuarts_One_Piece,https://static.wikia.nocookie.net/onepiece/images/2/2e/S.H._Figuarts_Monkey_D._Luffy_Romance_Dawn_01.png/revision/latest?cb=20241117060827,male,black,spiky,round,oval,smiling,light,none,slim,young,8,6,2,7,5,"anime, pirate, adventure, cheerful",이 캐릭터는 매우 활기차고 긍정적입니다.,human,short,large,9,1,8,7
Victoria Punk,https://onepiece.fandom.com/wiki/Victoria_Punk,https://static.wikia.nocookie.net/onepiece/images/e/e0/Victoria_Punk_Infobox.png/revision/latest?cb=20231112110508,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0
Happy Birthday One Piece Character's,https://onepiece.fandom.com/wiki/Happy_Birthday_One_Piece_Character%27s,https://static.wikia.nocookie.net/onepiece/images/4/44/Happy_Birthday_One_Piece_Character%27s_November.png/revision/latest?cb=20220617035251,male,green,spiky,sharp,angular,confident,light,none,muscular,young adult,3,8,2,4,9,"One Piece, anime, birthday, character",강력한 캐릭터의 모습입니다.,human,short,medium,7,1,8,9
Dobon,https://onepiece.fandom.com/wiki/Dobon,https://static.wikia.nocookie.net/onepiece/images/a/a4/Dobon_Anime_Infobox.png/revision/latest?cb=20200126042816,male,brown,curly,angry,round,angry,light,none,large,adult,2,4,3,5,7,"angry,large,funny",강력한 캐릭터의 느낌입니다.,human,short,medium,3,6,8,7
Gryphon,https://onepiece.fandom.com/wiki/Gryphon,https://static.wikia.nocookie.net/onepiece/images/b/b2/Shanks_Manga_Color_Scheme.png/revision/latest?cb=20240221171404,male,red,messy,sharp,angular,smirking,light,stubble,muscular,adult,3,8,5,2,9,"pirate,sword,red hair,smirk",강력한 느낌의 캐릭터입니다.,human,medium,medium,7,2,8,9
Red Force,https://onepiece.fandom.com/wiki/Red_Force,https://static.wikia.nocookie.net/onepiece/images/2/27/Red_Force_Infobox.png/revision/latest?cb=20240716061311,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0
Figarland Family,https://onepiece.fandom.com/wiki/Figarland_Family,https://static.wikia.nocookie.net/onepiece/images/3/34/Figarland_Family_Infobox.png/revision/latest?cb=20251130223650,male,brown,wavy,sharp,angular,serious,light,none,muscular,young adult,3,8,5,2,7,"anime,male,warrior,serious",강렬한 분위기를 가지고 있습니다.,human,long,medium,6,4,6,8
Linaria,https://onepiece.fandom.com/wiki/Linaria,https://static.wikia.nocookie.net/onepiece/images/b/b8/Linaria_Anime_Infobox.png/revision/latest?cb=20240714020915,female,pink,curly,round,oval,joyful,light,none,average,young,8,4,1,5,3,"joyful, colorful, playful",밝고 즐거운 느낌입니다.,human,medium,large,6,1,7,6
One Piece DX Plushies,https://onepiece.fandom.com/wiki/One_Piece_DX_Plushies,https://static.wikia.nocookie.net/onepiece/images/b/be/One_Piece_DX_Plush_Wave_2.png/revision/latest?cb=20231213223857,male,black,spiky,round,round,happy,light,none,slim,young,8,6,1,7,5,"anime, plushie, character",귀여운 캐릭터입니다.,human,short,large,9,1,8,7
"Emergency Planning, A Perfect Strategy for the One Piece","https://onepiece.fandom.com/wiki/Emergency_Planning,_A_Perfect_Strategy_for_the_One_Piece",https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,0,0,0,0,0,,비주얼 정보가 없습니다.,,,,0,0,0,0
Limejuice,https://onepiece.fandom.com/wiki/Limejuice,https://static.wikia.nocookie.net/onepiece/images/5/59/Limejuice_Anime_Infobox.png/revision/latest?cb=20231030120022,male,blonde,long,narrow,angular,serious,light,none,muscular,adult,2,8,5,1,7,"pirate, serious, muscular",강렬한 느낌의 캐릭터입니다.,human,long,medium,4,3,6,8
Uta,https://onepiece.fandom.com/wiki/Uta,https://static.wikia.nocookie.net/onepiece/images/0/06/Uta_Anime_Infobox.png/revision/latest?cb=20250818013702,female,"red, white","long, braided",large,oval,smiling,light,none,slim,young,8,6,2,4,5,"anime, colorful, stylish, cheerful",매력적인 비주얼입니다.,human,long,big,3,1,7,6
"Romance Dawn, Version 1","https://onepiece.fandom.com/wiki/Romance_Dawn,_Version_1",https://static.wikia.nocookie.net/onepiece/images/1/10/Romance_Dawn%2C_Version_1.png/revision/latest?cb=20250823001709,male,none,none,round,skull,smiling,white,none,slim,young,5,7,2,8,6,"skeleton, pirate, funny, cool",재미있고 멋진 캐릭터입니다.,skeleton,none,large,5,1,7,6
Makino,https://onepiece.fandom.com/wiki/Makino,https://static.wikia.nocookie.net/onepiece/images/5/5a/Makino_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20240914133612,female,green,long,round,oval,calm,light,none,slim,young adult,6,5,1,2,4,"motherly, caring, strong, gentle",부드러운 느낌의 캐릭터입니다.,human,medium,medium,5,1,4,6
One Piece Film: Red,https://onepiece.fandom.com/wiki/One_Piece_Film:_Red,https://static.wikia.nocookie.net/onepiece/images/3/34/One_Piece_Film_Red_Poster_Visual.png/revision/latest?cb=20220608181914,male,red,spiky,sharp,angular,serious,light,light stubble,muscular,adult,2,8,6,1,9,"anime, red hair, serious, muscular",강렬한 카리스마를 가진 캐릭터입니다.,human,medium,medium,7,3,8,9
Buggy,https://onepiece.fandom.com/wiki/Buggy,https://static.wikia.nocookie.net/onepiece/images/f/f7/Buggy_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20240813025900,male,blue,curly,round,round,smiling,light,none,large,adult,3,4,2,8,6,"clown, pirate, colorful, exaggerated",재미있는 캐릭터입니다.,human,medium,large,2,5,7,6
Buggy's Delivery,https://onepiece.fandom.com/wiki/Buggy%27s_Delivery,https://static.wikia.nocookie.net/onepiece/images/5/59/Buggy%27s_Delivery_Infobox.png/revision/latest?cb=20160807122016,unknown,none,none,closed,skull,neutral,white,none,thin,ageless,5,6,4,7,5,"skeleton, pirate, funny, cartoon",재미있는 해적 캐릭터입니다.,skeleton,none,small,2,3,4,5
Mohji,https://onepiece.fandom.com/wiki/Mohji,https://static.wikia.nocookie.net/onepiece/images/0/09/Mohji_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20200821151313,male,white,short,round,round,serious,light,none,heavyset,adult,3,2,1,5,4,"funny, serious, heavyset",재미있는 외모입니다.,human,short,medium,1,2,3,4
Cabaji,https://onepiece.fandom.com/wiki/Cabaji,https://static.wikia.nocookie.net/onepiece/images/6/6c/Cabaji_Anime_Infobox.png/revision/latest?cb=20220921023133,male,black,long,narrow,oval,confident,light,none,slim,young,3,8,4,2,6,"anime,male,confident,stylish",멋진 캐릭터입니다.,human,medium,medium,5,2,7,9
Big Top,https://onepiece.fandom.com/wiki/Big_Top,https://static.wikia.nocookie.net/onepiece/images/5/55/Big_Top_Infobox.png/revision/latest?cb=20241118153034,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0
Richie,https://onepiece.fandom.com/wiki/Richie,https://static.wikia.nocookie.net/onepiece/images/c/ca/Richie_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20200111094000,male,purple,fluffy,round,round,grinning,green,none,stocky,adult,5,3,1,7,4,"animal,cartoon,funny",재미있는 캐릭터입니다.,animal,long,large,2,1,6,5
Orange Town,https://onepiece.fandom.com/wiki/Orange_Town,https://static.wikia.nocookie.net/onepiece/images/b/bb/Orange_Town_Infobox.png/revision/latest?cb=20130701185900,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0
Mugon,https://onepiece.fandom.com/wiki/Mugon,https://static.wikia.nocookie.net/onepiece/images/b/b2/Mugon_Infobox.png/revision/latest?cb=20200726153710,male,blue,spiky,narrow,angular,angry,light,none,athletic,young,2,8,6,1,9,"anime,male,blue hair,angry",강렬한 느낌의 캐릭터입니다.,human,short,medium,7,3,8,9
Big Top Blaster,https://onepiece.fandom.com/wiki/Big_Top_Blaster,https://static.wikia.nocookie.net/onepiece/images/2/23/Big_Top_Blaster_Infobox.png/revision/latest?cb=20240818021421,male,blue,spiky,angular,round,smiling,light,none,large,adult,5,4,2,8,6,"clown, colorful, cheerful, playful",재미있고 유쾌한 느낌입니다.,clown,short,medium,3,1,7,6
Alvida,https://onepiece.fandom.com/wiki/Alvida,https://static.wikia.nocookie.net/onepiece/images/c/cd/Alvida_Anime_Infobox.png/revision/latest?cb=20221116234952,female,black,wavy,sharp,oval,confident,light,none,slim,young adult,4,8,5,2,7,"confident, stylish, powerful, villain",강력한 느낌의 캐릭터입니다.,human,long,medium,3,6,7,9
Noble Croc,https://onepiece.fandom.com/wiki/Noble_Croc,https://static.wikia.nocookie.net/onepiece/images/2/25/Noble_Croc_Anime_Infobox.png/revision/latest?cb=20171029193056,male,none,none,round,wide,smiling,light blue,none,large,adult,5,3,1,7,6,"crocodile, cartoon, funny, large",귀여운 악어 캐릭터입니다.,crocodile,none,medium,2,1,5,6
Rainbase,https://onepiece.fandom.com/wiki/Rainbase,https://static.wikia.nocookie.net/onepiece/images/b/b7/Rainbase_Infobox.png/revision/latest?cb=20230206233309,female,red,straight,round,oval,neutral,light,none,slim,young,6,4,1,2,3,"anime,female,red hair,medium hair",이 캐릭터는 젊고 매력적입니다.,human,medium,medium,5,1,4,5
Operation Utopia,https://onepiece.fandom.com/wiki/Operation_Utopia,https://static.wikia.nocookie.net/onepiece/images/8/8e/Baroque_Works_Cannon.png/revision/latest?cb=20221015035659,male,white,short,round,oval,confident,light,none,slim,adult,3,7,2,4,6,"anime, character, confident, unique",이 캐릭터는 자신감이 넘친다.,human,short,medium,5,1,6,8
Daz Bonez,https://onepiece.fandom.com/wiki/Daz_Bonez,https://static.wikia.nocookie.net/onepiece/images/e/e9/Daz_Bonez_Anime_Infobox.png/revision/latest?cb=20221102004113,male,white,short,narrow,square,serious,light,none,muscular,adult,2,8,5,1,9,"muscular, serious, fighter",강력한 전사 같은 느낌입니다.,human,short,medium,3,4,7,9
Donquixote Family,https://onepiece.fandom.com/wiki/Donquixote_Family,https://static.wikia.nocookie.net/onepiece/images/9/97/Donquixote_Family_Infobox.png/revision/latest?cb=20160129022000,male,blonde,curly,normal,oval,neutral,light,yes,slim,adult,5,4,1,3,6,"family, colorful, stylish",부드러운 느낌의 캐릭터입니다.,human,long,medium,2,3,5,6
Donquixote Homing,https://onepiece.fandom.com/wiki/Donquixote_Homing,https://static.wikia.nocookie.net/onepiece/images/e/e3/Donquixote_Homing_Anime_Infobox.png/revision/latest?cb=20150712150613,male,blonde,curly,round,oval,smiling,light,mustache,average,adult,4,5,1,3,6,"anime, smiling, blonde, mustache",유쾌한 느낌의 캐릭터입니다.,human,long,medium,7,1,5,6
Downs,https://onepiece.fandom.com/wiki/Downs,https://static.wikia.nocookie.net/onepiece/images/d/d0/Downs_Infobox.png/revision/latest?cb=20231124041416,,,,,,,,,,,0,0,0,0,0,,,,,,0,0,0,0
Numancia Flamingo,https://onepiece.fandom.com/wiki/Numancia_Flamingo,https://static.wikia.nocookie.net/onepiece/images/4/47/Numancia_Flamingo_Infobox.png/revision/latest?cb=20150803124001,unknown,pink,none,none,none,none,pink,none,large,none,7,5,0,6,8,"flamingo, ship, cartoon",재미있고 독특한 비주얼입니다.,flamingo,none,none,0,0,7,6
Baby 5,https://onepiece.fandom.com/wiki/Baby_5,https://static.wikia.nocookie.net/onepiece/images/e/e1/Baby_5_Anime_Infobox.png/revision/latest?cb=20221011013323,female,black,wavy,normal,oval,confident,light,none,slim,young adult,6,8,2,3,7,"anime, female, confident, stylish",매력적인 캐릭터입니다.,human,long,medium,5,1,7,9
Sugar,https://onepiece.fandom.com/wiki/Sugar,https://static.wikia.nocookie.net/onepiece/images/e/e9/Sugar_Anime_Infobox.png/revision/latest?cb=20141005232110,female,light green,curly,large,round,playful,light,none,slim,young,8,3,1,6,2,"cute, playful, colorful, whimsical",귀엽고 장난스러운 느낌이에요.,human,medium,big,1,0,7,5
Giolla,https://onepiece.fandom.com/wiki/Giolla,https://static.wikia.nocookie.net/onepiece/images/2/21/Giolla_Anime_Infobox.png/revision/latest?cb=20221117034510,female,yellow,curly,round,round,smiling,light,none,plus-size,middle-aged,3,2,1,7,4,"anime, colorful, cheerful, exaggerated",재미있는 캐릭터입니다.,human,medium,large,1,2,6,8
Kaidou,https://onepiece.fandom.com/wiki/Kaidou,https://static.wikia.nocookie.net/onepiece/images/2/2d/Kaidou_Anime_Infobox.png/revision/latest?cb=20231102015517,male,black,long,narrow,square,serious,tan,full,muscular,adult,1,8,7,2,10,"muscular, serious, powerful, dark",강력한 느낌의 캐릭터입니다.,human,very long,medium,3,6,9,10
One Piece OST - WANOKUNI,https://onepiece.fandom.com/wiki/One_Piece_OST_-_WANOKUNI,https://static.wikia.nocookie.net/onepiece/images/e/e5/One_Piece_OST_-_WANOKUNI.png/revision/latest?cb=20220217100858,male,blonde,spiky,round,oval,smiling,light,none,slim,young,8,7,2,6,7,"anime, pirate, adventure, cheerful",귀엽고 활기찬 느낌입니다.,human,short,medium,9,1,8,8
Dim Mak x One Piece,https://onepiece.fandom.com/wiki/Dim_Mak_x_One_Piece,https://static.wikia.nocookie.net/onepiece/images/f/f1/Dim_Mak_x_One_Piece.png/revision/latest?cb=20220713024848,male,black,long,normal,oval,serious,light,yes,athletic,adult,3,8,2,4,7,"anime,skateboard,One Piece",강렬한 비주얼입니다.,human,medium,medium,6,1,8,9
Takeru,https://onepiece.fandom.com/wiki/Takeru,https://static.wikia.nocookie.net/onepiece/images/0/07/Takeru_Infobox.png/revision/latest?cb=20221120061055,female,light blue,long,sharp,angular,angry,light,none,muscular,young adult,2,8,5,1,9,"warrior, fierce, strong, determined",강력한 전사 같은 느낌입니다.,human,medium,medium,7,3,8,9
Orochi Oniwabanshu,https://onepiece.fandom.com/wiki/Orochi_Oniwabanshu,https://static.wikia.nocookie.net/onepiece/images/a/ae/Orochi_Oniwabanshu_Infobox.png/revision/latest?cb=20200927045557,male,white,long,round,oval,serious,light,none,average,adult,2,7,5,3,8,"Oni, ninja, serious, powerful",강력한 느낌의 캐릭터입니다.,human,long,medium,3,6,7,8
Charlotte Family,https://onepiece.fandom.com/wiki/Charlotte_Family,https://static.wikia.nocookie.net/onepiece/images/a/a4/Charlotte_Family_Infobox.png/revision/latest?cb=20180227003641,male,pink,curly,round,round,smiling,light,none,muscular,adult,5,7,2,6,8,"anime, colorful, villain, pirate",재미있고 강력한 캐릭터입니다.,human,medium,large,4,3,9,8
Charlotte Linlin,https://onepiece.fandom.com/wiki/Charlotte_Linlin,https://static.wikia.nocookie.net/onepiece/images/d/d8/Charlotte_Linlin_Anime_Infobox.png/revision/latest?cb=20180423150804,female,pink,wavy,angry,round,angry,light,none,large,middle-aged,2,3,5,4,8,"anime,female,pink hair,angry",강력한 캐릭터의 느낌입니다.,human,long,large,1,7,6,9
Queen Mama Chanter,https://onepiece.fandom.com/wiki/Queen_Mama_Chanter,https://static.wikia.nocookie.net/onepiece/images/4/4a/Queen_Mama_Chanter_Infobox.png/revision/latest?cb=20260205153722,female,pink,curly,round,round,smiling,light,none,large,adult,7,5,2,6,8,"queen,mama,anime,character",강력한 존재감이 느껴진다.,human,long,large,3,4,7,9
Charlotte Moscato,https://onepiece.fandom.com/wiki/Charlotte_Moscato,https://static.wikia.nocookie.net/onepiece/images/d/d7/Charlotte_Moscato_Anime_Infobox.png/revision/latest?cb=20170521232838,male,blue,spiky,round,square,angry,light,none,muscular,adult,2,5,3,4,8,"muscular, angry, blue hair, anime",강력한 캐릭터입니다.,human,short,large,6,2,7,9
Charlotte Compote,https://onepiece.fandom.com/wiki/Charlotte_Compote,https://static.wikia.nocookie.net/onepiece/images/a/a5/Charlotte_Compote_Anime_Infobox.png/revision/latest?cb=20230702183151,female,green,wavy,round,round,happy,light,none,large,middle-aged,4,2,1,6,5,"anime,female,green hair,happy",재미있는 캐릭터입니다.,human,long,medium,3,2,7,6
Charlotte Perospero,https://onepiece.fandom.com/wiki/Charlotte_Perospero,https://static.wikia.nocookie.net/onepiece/images/7/7e/Charlotte_Perospero_Anime_Infobox.png/revision/latest?cb=20211101122146,male,purple,curly,narrow,long,smug,pale,none,slim,adult,2,6,5,4,8,"candy, villain, flamboyant",강렬한 악당의 느낌입니다.,human,long,medium,1,7,6,9
Prometheus,https://onepiece.fandom.com/wiki/Prometheus,https://static.wikia.nocookie.net/onepiece/images/d/d7/Prometheus_Anime_Infobox.png/revision/latest?cb=20180107064332,male,none,none,round,round,happy,yellow,none,round,childlike,8,2,0,6,5,"sun, cheerful, cartoon, happy",귀엽고 밝은 느낌이에요.,sun,none,medium,4,0,7,6
Longlimb Humans,https://onepiece.fandom.com/wiki/Longlimb_Humans,https://static.wikia.nocookie.net/onepiece/images/6/6f/Longlimb_Humans_Infobox.png/revision/latest?cb=20171111034228,male,blue,spiky,round,oval,neutral,light,none,slim,young,6,7,2,5,4,"anime, blue hair, spiky, young",귀여운 캐릭터입니다.,human,short,large,5,1,6,5
Charlotte High-Fat,https://onepiece.fandom.com/wiki/Charlotte_High-Fat,https://static.wikia.nocookie.net/onepiece/images/8/8d/Charlotte_High-Fat_Anime_Infobox.png/revision/latest?cb=20180722081835,male,blonde,short,round,round,confident,light,none,muscular,adult,2,7,3,4,8,"muscular, confident, warrior",강력한 전사 같은 느낌입니다.,human,short,medium,5,2,6,9
Charlotte Oven,https://onepiece.fandom.com/wiki/Charlotte_Oven,https://static.wikia.nocookie.net/onepiece/images/f/f0/Charlotte_Oven_Anime_Infobox.png/revision/latest?cb=20181028111159,male,red,spiky,sharp,angular,confident,light,none,muscular,adult,2,8,3,4,9,"muscular, confident, villain, anime",강력한 악당의 느낌입니다.,human,short,medium,5,6,7,9
Pekoms,https://onepiece.fandom.com/wiki/Pekoms,https://static.wikia.nocookie.net/onepiece/images/1/15/Pekoms_Anime_Infobox.png/revision/latest?cb=20221107145536,male,yellow,curly,angry,round,angry,light,none,large,adult,3,5,2,4,7,"lion, angry, colorful, cartoon",강렬한 표정의 캐릭터입니다.,animal,medium,large,3,2,8,6
Charlotte Decuplets,https://onepiece.fandom.com/wiki/Charlotte_Decuplets,https://static.wikia.nocookie.net/onepiece/images/d/d3/Charlotte_Decuplets_Anime_Infobox.png/revision/latest?cb=20190120225216,female,brown,long,round,oval,cheerful,light,none,slim,young,8,3,1,2,4,"anime, character, cute, cheerful",귀여운 캐릭터입니다.,human,very long,large,5,1,7,6
Kingbaum,https://onepiece.fandom.com/wiki/Kingbaum,https://static.wikia.nocookie.net/onepiece/images/9/9a/Kingbaum_Anime_Infobox.png/revision/latest?cb=20170716021602,male,gray,curly,sharp,round,menacing,light,none,large,ancient,1,5,8,2,9,"monster, menacing, powerful",무서운 느낌이 듭니다.,monster,short,medium,1,7,6,8
Charlotte Katakuri,https://onepiece.fandom.com/wiki/Charlotte_Katakuri,https://static.wikia.nocookie.net/onepiece/images/2/2e/Charlotte_Katakuri_Anime_Infobox.png/revision/latest?cb=20230204155539,male,purple,spiky,normal,square,serious,tan,none,muscular,adult,2,8,7,1,9,"muscular,serious,powerful",강력한 느낌의 캐릭터입니다.,human,short,medium,4,6,8,9
